lineId	chId	mId	chName	dialogue
L353672	u6330	m423	CLIFF	Man knows a hundred-fifty varieties of beer, he can't tell a poinsettia from a prickly pear.
L353671	u6341	m423	MIKEY	Looks like a lot of cactus to me.
L353670	u6330	m423	CLIFF	It's not just cactus.  There's the nopals, the yuccas--
L353669	u6341	m423	MIKEY	You finding lots of cactus and shit?
L353668	u6330	m423	CLIFF	I don't know why I'm talking to you, you've got that thing on your head.
L353667	u6341	m423	MIKEY	Right.
L353666	u6330	m423	CLIFF	It's a lead mine.
L353665	u6341	m423	MIKEY	What?
L353664	u6330	m423	CLIFF	Lead mine.
L353663	u6341	m423	MIKEY	This place is a gold mine.
L354161	u6348	m423	PRISCILLA	You know who it was they dug up?
L354160	u6330	m423	CLIFF	They stopped training infantry there in the late '50s. It was just a playground for the jackrabbits till they gave it to the county last year.
L354151	u6348	m423	PRISCILLA	Man's gonna retire in two years and he offer to quit. Big goddamn deal.
L354150	u6330	m423	CLIFF	I'd quit the Army for you, if it came to that.
L354149	u6348	m423	PRISCILLA	It's up or out these days, Cliff. Say I get transferred to a different post--
L354148	u6330	m423	CLIFF	You could take it--
L354147	u6348	m423	PRISCILLA	And if I get a shot at a promotion somewhere--
L354146	u6330	m423	CLIFF	We should just do it.
L354145	u6348	m423	PRISCILLA	We been through this before--
L354144	u6330	m423	CLIFF	Seriously, I think we should get married.
L354143	u6348	m423	PRISCILLA	Seriously.
L354142	u6330	m423	CLIFF	Well--I don't see what's changed. No - PDA's, no necking on the obstacle course.
L354141	u6348	m423	PRISCILLA	So where does that put us?
L353967	u6330	m423	CLIFF	She's pulled herself out of a pretty rough neighborhood.
L353966	u6348	m423	PRISCILLA	But I'm the one in charge of her sorry ass.
L353965	u6330	m423	CLIFF	Hey--she's in a tough situation. I cut her some slack--
L353964	u6348	m423	PRISCILLA	You spoil 'em, Cliff.
L353956	u6330	m423	CLIFF	He'll probably be getting a medical discharge--
L353955	u6348	m423	PRISCILLA	He'll be transferred to a military hospital as soon as he's stabilized--
L354155	u6330	m423	CLIFF	Sheriff Deeds was in on our archeological find yesterday.
L354154	u6351	m423	SAM	Pleased to meet you.
L354153	u6330	m423	CLIFF	Sheriff--hi--this is Sergeant--this is Priscilla Worth.
L353686	u6330	m423	CLIFF	Old bullets.  He uhm-- makes art with them.
L353685	u6351	m423	SAM	Treasure hunter?
L353684	u6351	m423	SAM	Masons been around a long while.
L353683	u6330	m423	CLIFF	That ring--
L353682	u6351	m423	SAM	I've got the forensics fella coming down from the Rangers. No way to know how old the body is without some lab work.
L353681	u6330	m423	CLIFF	This was a rifle range way back when. But we figured it isn't Army land anymore, it's your jurisdiction.
L353680	u6351	m423	SAM	I was driving back from Apache Wells when they got me on the radio.
L354140	u6331	m423	CODY	Old Sam stood for somethin', you know? The day that man died they broke the goddamn mold.
L354139	u6351	m423	SAM	Yeah. I bet he would.
L354138	u6331	m423	CODY	--but just as a kind of safety tip.
L354137	u6331	m423	CODY	--warning. Not 'cause he had it in for the colored
L354135	u6331	m423	CODY	Take that pair over in the corner--
L354134	u6351	m423	SAM	You mixed drinks bad as you mix metaphors, you be out of a job.
L354133	u6331	m423	CODY	You joke about it, Sam, but we are in a state of crisis. The lines of demarcation has gotten fuzzy--to run a sucessfull civilization you got to have lines of demarcation between right and wrong, between this one and that one--your Daddy understood that. He was like the whatchacallit-- the referee for this damn menudo we got down here. He understood how most people don't want their sugar and salt in the same jar.
L354132	u6351	m423	SAM	Good deal you were born down here, then.
L354131	u6331	m423	CODY	--but I gotta say I think there's something to this cold climate business. I mean, you go to the beach- what do you do? Drink a few beers, wait for a fish to flop up on the sand. Can't build no civilization that way. You got a hard winter coming, though, you got to plan ahead, and that gives your cerebral cortex a workout.
L354130	u6351	m423	SAM	If the next guy's a redneck.
L354129	u6331	m423	CODY	Now I'm just as liberal as the next guy--
L353871	u6341	m423	MIKEY	Appreciate it, sir.
L353870	u6332	m423	DEL	I sprint the last quarter mile. You gentlemen don't have to keep up if you don't care to.
L353866	u6332	m423	DEL	I meant on the post. In general. How are you dealing with it?
L353865	u6341	m423	MIKEY	Well, yeah, but I went through the Program. I haven't had a drink since--
L353864	u6332	m423	DEL	Substance abuse?
L353863	u6341	m423	MIKEY	You know how it is, Colonel--first time away from home, dealing with new people--I remember my first hitch--
L353858	u6332	m423	DEL	Have we had trouble there before?
L353857	u6341	m423	MIKEY	There's not that much down here, Colonel. Big O's is the only place in the county that our African American soldiers are uhm--that they feel comfortable in.
L354197	u6344	m423	OTIS	Because I'm your father.
L354196	u6332	m423	DEL	Why would you want to do that?
L354195	u6344	m423	OTIS	I gonna meet that family of yours?
L354194	u6344	m423	OTIS	A lot of 'em choose both. There's not like a borderline between the good people and the bad people--you're not either on one side or the other--
L354193	u6332	m423	DEL	And people make their choice--
L354192	u6344	m423	OTIS	Over the years, this is the one place that's always been there. I loan a little money out, settle some arguments. Got a cot in the back- people get afraid to go home they can spend the night. There's not enough of us to run anything in this town- the white people are mostly out on the lake now and the Mexicans hire each other. There's the Holiness Church and there's Big O's place.
L354191	u6332	m423	DEL	I hear things, too.  People call you the Mayor of Darktown.
L354190	u6344	m423	OTIS	Right.
L354189	u6332	m423	DEL	The Army hands you a command, you go wherever it is.
L354188	u6344	m423	OTIS	I been hearing rumors about this new commander coming for a couple weeks now. Boys say they heard he's a real hard case. Spit-and-polish man. Full- bird colonel name of Payne, they say-- Bet you never figured you end up back here.
L354187	u6332	m423	DEL	That's right.
L354186	u6344	m423	OTIS	Well, you're the Man out there now, aren't you? It's your call.
L354185	u6332	m423	DEL	We have an enlisted man's club at the post.
L354184	u6344	m423	OTIS	Your boys out there cooped up together, need somewhere they can let the steam out. If they're Black, there's not but one place in this town they feel welcome. Been that way since before you were born.
L354183	u6332	m423	DEL	I assume a lot of your business is from our people.
L354182	u6344	m423	OTIS	This is an official visit, then--
L354181	u6332	m423	DEL	So tell me why I shouldn't make this place off-limits.
L354180	u6344	m423	OTIS	So.
L354178	u6332	m423	DEL	Nice to meet you, Ma'am.
L354177	u6344	m423	OTIS	This here's Carolyn. Honey, this is my son, Delmore.
L354176	u6344	m423	OTIS	If I thought it would help I'd put up a sign telling them not to. Right under the one about the employees washing their hands.
L354175	u6332	m423	DEL	Deal drugs in the bathroom--
L354174	u6344	m423	OTIS	It's a bar. People come together, drink, fall in love, fall out of love, air their grudges out--
L354173	u6332	m423	DEL	You get much of that in here?
L354172	u6344	m423	OTIS	That's where he fell.
L354171	u6332	m423	DEL	That where he was shot?
L354170	u6344	m423	OTIS	Hobby of mine. Got some artifacts, couple pieces one of your men out at the base made. Free admission.
L354169	u6332	m423	DEL	Black Seminoles?
L354463	u6353	m423	WADE	Just a shotgun, huh? Better let me take a look at that.
L354462	u6333	m423	ELADIO	Si--tengo escopeto--just a shotgun--
L354461	u6353	m423	WADE	You carryin' a firearm, son?  Don't lie to me now.
L354460	u6333	m423	ELADIO	Protection?
L354459	u6353	m423	WADE	There's many an unfortunate soul been ambushed out on this stretch. Hope you're carrying some protection.
L354458	u6353	m423	WADE	Bandidos, Injuns--
L354457	u6333	m423	ELADIO	Reputation?
L354456	u6353	m423	WADE	You know this road got a bad reputation, Eladio--
L354455	u6333	m423	ELADIO	Eladio Cruz.
L354454	u6353	m423	WADE	This same person been bragging all over the county how he don't have to cut that big gringo Sheriff in on it-- he can run his own operation 'thout any help. Como se llama, amigo?
L354453	u6333	m423	ELADIO	I haven't seen anybody doing that.
L354452	u6353	m423	WADE	I heard somebody been haulin' wets on this road.
L354451	u6333	m423	ELADIO	Not much, jefe. Some watermelons.
L354450	u6353	m423	WADE	What's in the back?
L354449	u6333	m423	ELADIO	No hay de que. Tengo otra. [No problem, I've got another.]
L354448	u6353	m423	WADE	Hola, amgio. Problemas de llanta? [Hey, friend. Tire problems?]
L354765	u6333	m423	ELADIO	Me llama Eladio Cruz--Bienvenido a Tejas. [Welcome to Texas.]
L354764	u6355	m423	YOUNG MERCEDES	Mercedes Gonzales Ruiz.
L354763	u6333	m423	ELADIO	Como se llama? [What's your name?]
L354762	u6333	m423	ELADIO	No te molestas. Tenemos a ella. [Don't worry. We've got her.]
L354761	u6355	m423	YOUNG MERCEDES	Vi a Rosaria arastrado para el corriente--[I saw Rosaria taken away by the current--]
L354760	u6333	m423	ELADIO	Aqui! Venga por aqui! [Over here! Come this way!]
L354759	u6355	m423	YOUNG MERCEDES	No puedo ver la orilla! [I can't see the bank!]
L354758	u6333	m423	ELADIO	Aqui! [Here!]
L354757	u6355	m423	YOUNG MERCEDES	Donde esta? Estoy perdido--[Where are you? I'm lost--]
L354770	u6340	m423	MERCEDES	Don't worry about it. He owes me some favors.
L354769	u6334	m423	ENRIQUE	Senora, anything it costs, I can work--
L354768	u6340	m423	MERCEDES	A casa de Porfirio Zayas. He used to be a doctor on the other side. Gunshot wounds, fixing babies--if you can pay he can handle it.
L354767	u6334	m423	ENRIQUE	Donde vamos? [Where are we going?]
L354766	u6340	m423	MERCEDES	Rapidamente! Everybody in the world is going to see!
L354755	u6340	m423	MERCEDES	Tipico.
L354754	u6334	m423	ENRIQUE	We have a daughter.
L354753	u6340	m423	MERCEDES	This girl has a child?
L354752	u6334	m423	ENRIQUE	I am marry to the cousin of a friend-- but only to be able to live here. This is the mother of my child--
L354751	u6340	m423	MERCEDES	I thought you were married!
L354750	u6334	m423	ENRIQUE	Es mi novia. [She's my girlfriend.]
L354749	u6340	m423	MERCEDES	This girl is a friend of yours?
L354744	u6334	m423	ENRIQUE	No es la verdad--[That isn't true--]
L354743	u6340	m423	MERCEDES	You think you're doing these people a favor? What are they going to do? Either they get on welfare or they become criminals--
L354742	u6334	m423	ENRIQUE	No! No puede hacer esto--[You can't do that--]
L354739	u6334	m423	ENRIQUE	They need help. Jaime, Anselma-- esta es mi jefa--
L354738	u6340	m423	MERCEDES	Enrique! Quienes son estos? How could you bring them here?
L354737	u6334	m423	ENRIQUE	We was crossin' the river--
L354736	u6340	m423	MERCEDES	Don't tell me lies, Enrique. Que paso?
L354735	u6334	m423	ENRIQUE	We was by the river? And I hear my friend callin' for help, and I look and she has falling in the water--
L354734	u6340	m423	MERCEDES	You have somebody else out there?
L354733	u6334	m423	ENRIQUE	I have some friends who have had a accident--
L354732	u6340	m423	MERCEDES	In English, Enrique. We're in the United States--
L354731	u6334	m423	ENRIQUE	Hay pasado un accidente muy grave-- [There's been a bad accident--]
L354730	u6340	m423	MERCEDES	What are you doing out there? Are you crazy?
L354729	u6334	m423	ENRIQUE	Soy yo, Enrique! No tiene miedo-- [It's me, Enrique. Don't be afraid]
L354728	u6340	m423	MERCEDES	Quien es? [Who is it?]
L354727	u6334	m423	ENRIQUE	Senora Cruz?
L354167	u6334	m423	ENRIQUE	Buenas noches, Senora Cruz. Enrique walks in the opposite direction--
L354166	u6340	m423	MERCEDES	Good night, Enrique. She slides into the car--
L354165	u6334	m423	ENRIQUE	Is very beautiful, your car.
L354164	u6340	m423	MERCEDES	En ingles Enrique. This is the United States. We speak English.
L354163	u6334	m423	ENRIQUE	Es muy lindo, su coche--
L353781	u6337	m423	HOLLIS	--but Buddy Deeds was my salvation.
L353780	u6335	m423	FENTON	Your mother was a saint.
L353772	u6337	m423	HOLLIS	We made our collection at Roderick's place and that was the last anybody seen hide nor hair of him.  He went missing the next day, along with ten thousand dollars in county funds from the safe at the jail.
L353771	u6335	m423	FENTON	Charley Wade were known to have put a good number of people in the ground, and your daddy gets eyeball to eyeball with him.
L353770	u6335	m423	FENTON	That Buddy was a cool breeze.
L353769	u6337	m423	HOLLIS	Mas cerveza por favor.
L353742	u6337	m423	HOLLIS	And the Sheriff at the time was Big Charley Wade. Charley was one of your old-fashioned bribe-or-bullets kind of Sheriffs, he took a healthy bite out of whatever moved through this county.
L353741	u6335	m423	FENTON	'57, 1 believe--
L353740	u6337	m423	HOLLIS	The two of us were the only deputies back then me and Buddy--it's what-- '58--
L353737	u6337	m423	HOLLIS	Hell, everybody heard that story a million times.
L353736	u6335	m423	FENTON	Tell that one, Hollis--
L353733	u6337	m423	HOLLIS	That's not the whole story. The Mexicans that know, that remember, understand what Buddy was for their people.  Hell, it was Mercedes over there who swung the deciding vote for him.
L353732	u6335	m423	FENTON	They just wanted it to be one of theirs--
L353726	u6335	m423	FENTON	Bad enough all the street names are in Spanish--
L353725	u6337	m423	HOLLIS	King wasn't Mexican, Fenton--
L353724	u6335	m423	FENTON	Every other damn thing in the country is called after Martin Luther King, they can't let our side have one measly park?
L353721	u6335	m423	FENTON	Better late than never. Korean War hero, Sheriff for near thirty years-- Buddy Deeds Memorial P--
L353720	u6337	m423	HOLLIS	Big day coming up--I wish we'd have thought of it while he was still living. But he went so unexpected.
L353718	u6335	m423	FENTON	He was a unique individual.
